Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CarInsurance,CallLengthMin
25,blue-collar,single,secondary,0,2007,0,0,cellular,12,jan,2,-1,0,unknown,1,4.41666666666667
36,admin.,single,tertiary,0,364,0,1,cellular,31,aug,1,123,1,failure,1,3.08333333333333
34,services,single,secondary,0,528,1,0,cellular,2,sep,3,100,5,other,1,2.01666666666667
49,blue-collar,married,secondary,0,1264,0,0,cellular,8,aug,3,-1,0,unknown,0,2.33333333333333
54,retired,divorced,tertiary,0,3076,0,0,cellular,27,may,2,-1,0,unknown,1,6.11666666666667
43,admin.,single,secondary,0,733,1,0,cellular,21,aug,1,88,4,success,1,2.1
59,retired,married,primary,0,-182,0,1,cellular,25,jul,1,-1,0,unknown,0,2.55
37,management,single,tertiary,0,254,0,0,cellular,19,oct,1,-1,0,unknown,0,2
32,admin.,divorced,secondary,0,714,0,0,cellular,2,feb,1,-1,0,unknown,0,3.68333333333333
33,blue-collar,married,secondary,0,687,1,0,cellular,14,may,2,370,1,failure,0,1.2
38,blue-collar,married,primary,0,481,1,0,telephone,12,may,5,-1,0,unknown,0,1.9
35,admin.,married,secondary,0,898,1,0,cellular,9,apr,1,-1,0,unknown,1,3.56666666666667
32,management,single,tertiary,0,2974,1,0,cellular,24,apr,1,4,1,failure,1,3.78333333333333
26,technician,single,secondary,0,33,0,0,cellular,23,jul,7,-1,0,unknown,0,1.51666666666667
45,technician,married,secondary,0,297,0,0,cellular,28,jan,2,-1,0,unknown,0,3.5
46,blue-collar,married,primary,0,101,1,0,cellular,11,may,1,364,5,success,0,7.03333333333333
59,retired,divorced,secondary,0,5583,1,0,cellular,30,apr,1,-1,0,unknown,1,12
36,services,single,secondary,0,0,1,0,cellular,12,may,6,-1,0,unknown,1,6.63333333333333
48,technician,divorced,secondary,0,94,1,0,cellular,12,may,2,-1,0,unknown,0,1.45
27,blue-collar,married,primary,0,202,0,1,cellular,22,jul,1,-1,0,unknown,0,0.683333333333333
47,blue-collar,divorced,secondary,0,65,1,0,unknown,9,may,1,-1,0,unknown,0,3.41666666666667
51,admin.,married,tertiary,0,1463,1,0,telephone,23,jul,1,-1,0,unknown,0,3.08333333333333
37,services,married,secondary,0,775,0,0,cellular,14,aug,2,-1,0,unknown,1,2.5
29,services,single,secondary,0,184,0,0,cellular,14,jul,3,-1,0,unknown,0,0.766666666666667
57,retired,married,secondary,0,5313,0,0,cellular,3,jun,1,-1,0,unknown,1,3.33333333333333
50,management,divorced,secondary,0,458,0,0,cellular,3,feb,3,-1,0,unknown,0,3.06666666666667
34,blue-collar,married,tertiary,0,748,1,1,cellular,6,may,1,-1,0,unknown,0,2.68333333333333
25,technician,single,tertiary,0,1231,0,0,cellular,31,aug,2,-1,0,unknown,1,4.51666666666667
39,technician,single,unknown,0,45248,1,0,unknown,6,may,1,-1,0,unknown,1,27.05
34,management,single,tertiary,0,682,0,0,cellular,27,aug,3,-1,0,unknown,0,7.86666666666667
38,management,married,secondary,0,0,1,0,unknown,27,may,2,-1,0,unknown,0,3.88333333333333
33,admin.,married,secondary,0,89,0,0,telephone,10,jul,3,-1,0,unknown,0,8.73333333333333
47,services,married,secondary,0,49,1,0,cellular,18,may,4,-1,0,unknown,0,4.16666666666667
48,blue-collar,married,secondary,0,1230,1,0,cellular,12,nov,1,196,2,success,1,2.81666666666667
51,self-employed,divorced,primary,0,10924,0,0,cellular,6,may,2,-1,0,unknown,0,1.76666666666667
37,services,married,secondary,0,-349,1,0,unknown,27,may,5,-1,0,unknown,0,5.31666666666667
39,housemaid,divorced,primary,0,239,0,0,cellular,29,aug,2,-1,0,unknown,0,3.4
52,admin.,divorced,secondary,0,121,1,0,cellular,24,jul,2,-1,0,unknown,0,4.01666666666667
32,technician,married,secondary,0,150,0,1,cellular,7,aug,2,-1,0,unknown,0,3.85
27,self-employed,single,tertiary,0,970,1,0,cellular,13,feb,2,-1,0,unknown,0,0.916666666666667
37,blue-collar,married,secondary,0,-4,1,1,unknown,29,may,1,-1,0,unknown,0,6.35
32,services,single,secondary,0,2615,0,0,cellular,19,nov,1,-1,0,unknown,1,14.2166666666667
53,blue-collar,married,secondary,0,1777,1,0,cellular,21,nov,5,154,1,failure,1,13.2666666666667
36,technician,single,secondary,0,351,0,0,cellular,25,aug,3,-1,0,unknown,0,1.46666666666667
80,retired,married,primary,0,1468,0,0,cellular,13,jan,3,-1,0,unknown,1,5.5
48,blue-collar,married,primary,0,474,1,1,unknown,3,jul,1,-1,0,unknown,0,6.9
43,self-employed,married,tertiary,0,3003,0,0,cellular,8,aug,3,-1,0,unknown,0,5.96666666666667
31,management,single,tertiary,0,147,0,0,cellular,9,mar,1,181,2,success,1,7.81666666666667
30,technician,single,unknown,0,878,1,0,cellular,15,may,3,298,3,other,0,2.88333333333333
40,unemployed,divorced,secondary,0,1694,0,0,cellular,12,aug,6,-1,0,unknown,1,7.88333333333333
29,student,single,secondary,0,459,0,0,cellular,15,dec,3,189,19,other,1,4.65
34,technician,single,secondary,0,2085,0,0,cellular,10,aug,3,182,2,success,1,5.93333333333333
49,blue-collar,divorced,primary,0,235,0,0,cellular,29,jan,1,-1,0,unknown,0,10.4333333333333
32,management,single,tertiary,0,520,0,0,cellular,3,feb,2,-1,0,unknown,1,7.38333333333333
46,services,married,secondary,0,379,0,0,unknown,11,jun,2,-1,0,unknown,0,14.7666666666667
26,admin.,single,secondary,0,1099,0,0,cellular,15,jan,2,225,13,other,0,1.65
37,services,married,secondary,0,-21,1,1,unknown,23,may,2,-1,0,unknown,0,1.01666666666667
35,management,single,secondary,0,3384,1,0,cellular,31,jul,2,-1,0,unknown,0,6.2
31,management,married,secondary,0,0,0,0,cellular,11,aug,1,-1,0,unknown,1,12
31,blue-collar,married,primary,0,298,1,1,unknown,2,jun,1,-1,0,unknown,0,3.86666666666667
42,services,married,tertiary,0,4216,0,0,cellular,12,jun,2,-1,0,unknown,1,3.1
53,management,single,primary,0,208,1,0,unknown,19,may,9,-1,0,unknown,0,2.98333333333333
44,self-employed,single,tertiary,0,1367,1,0,cellular,13,apr,3,146,1,other,1,20.5333333333333
56,admin.,married,secondary,0,11,0,0,unknown,13,may,3,-1,0,unknown,0,0.7
41,self-employed,divorced,tertiary,0,1256,0,0,telephone,9,feb,3,-1,0,unknown,0,2.45
28,technician,single,tertiary,0,183,1,1,unknown,28,may,2,-1,0,unknown,0,1.03333333333333
31,student,single,tertiary,0,64,0,0,cellular,2,jun,2,-1,0,unknown,1,4.35
54,blue-collar,married,primary,0,211,0,0,unknown,19,jun,2,-1,0,unknown,0,3.33333333333333
31,management,married,tertiary,0,4328,0,0,cellular,12,oct,4,165,14,success,1,3.38333333333333
45,admin.,married,secondary,0,248,0,0,cellular,16,jul,2,-1,0,unknown,0,3.53333333333333
46,management,married,tertiary,0,1375,1,0,cellular,17,nov,3,-1,0,unknown,0,5.13333333333333
31,admin.,married,secondary,0,223,0,0,cellular,6,may,1,-1,0,unknown,0,4.95
55,blue-collar,married,secondary,0,2854,1,0,cellular,7,may,1,-1,0,unknown,0,5.2
30,admin.,married,secondary,0,874,1,0,cellular,22,jul,2,-1,0,unknown,0,1.55
32,technician,divorced,secondary,0,-262,1,0,telephone,28,aug,24,-1,0,unknown,0,1.41666666666667
49,blue-collar,married,primary,0,287,1,0,unknown,29,may,2,-1,0,unknown,0,2.58333333333333
30,services,married,secondary,0,5,0,1,cellular,10,jul,5,-1,0,unknown,1,13.8166666666667
53,unemployed,married,unknown,0,13,0,0,unknown,5,may,3,-1,0,unknown,0,6.83333333333333
34,self-employed,married,tertiary,0,442,1,0,cellular,30,apr,1,164,2,other,0,1.15
57,housemaid,married,primary,0,1303,0,0,cellular,25,aug,4,-1,0,unknown,0,1.38333333333333
34,admin.,divorced,secondary,0,661,1,0,cellular,5,aug,2,183,10,failure,1,4.08333333333333
55,management,single,tertiary,0,43074,1,0,cellular,25,aug,6,-1,0,unknown,0,1.53333333333333
35,blue-collar,married,primary,0,-239,1,0,unknown,26,may,1,-1,0,unknown,0,4.68333333333333
39,management,married,tertiary,0,-17,1,1,cellular,28,aug,1,-1,0,unknown,1,15.1333333333333
51,admin.,married,secondary,0,3025,0,0,cellular,7,may,1,352,1,other,1,7.93333333333333
39,self-employed,married,secondary,0,266,0,0,cellular,11,may,2,-1,0,unknown,0,1.7
32,blue-collar,married,secondary,0,-32,1,0,cellular,12,may,1,-1,0,unknown,0,2.41666666666667
44,entrepreneur,married,tertiary,0,3463,1,1,cellular,28,jan,2,153,3,failure,0,4.83333333333333
46,blue-collar,married,secondary,0,0,0,0,cellular,14,aug,4,-1,0,unknown,0,1.01666666666667
46,technician,married,secondary,0,363,1,0,cellular,6,aug,3,-1,0,unknown,0,3.48333333333333
39,technician,single,secondary,0,1435,0,0,cellular,17,jun,1,296,19,other,1,6.38333333333333
37,admin.,married,secondary,0,764,1,0,cellular,16,jul,5,-1,0,unknown,0,1.8
26,admin.,single,secondary,0,81,0,1,cellular,10,jul,1,-1,0,unknown,0,10.0666666666667
34,services,married,secondary,0,-196,1,1,unknown,26,may,1,-1,0,unknown,0,0.266666666666667
40,technician,married,secondary,0,232,0,0,cellular,29,jan,1,-1,0,unknown,0,6.1
75,retired,married,secondary,0,468,0,0,telephone,24,jun,1,-1,0,unknown,0,5.26666666666667
52,management,married,primary,1,57,1,1,cellular,20,nov,1,196,1,failure,0,0.75
49,blue-collar,married,primary,0,3,0,1,cellular,9,jul,6,-1,0,unknown,1,23.9833333333333
45,admin.,divorced,secondary,0,984,1,0,unknown,8,may,5,-1,0,unknown,0,4.96666666666667
34,blue-collar,single,tertiary,0,42,0,0,cellular,5,aug,1,-1,0,unknown,0,4.95
57,technician,divorced,tertiary,0,126,0,0,telephone,4,jun,2,-1,0,unknown,1,2.76666666666667
57,management,married,tertiary,0,830,1,1,cellular,8,may,1,367,1,success,1,11.0333333333333
27,admin.,married,secondary,0,953,1,0,unknown,26,may,2,-1,0,unknown,0,5.66666666666667
63,retired,married,secondary,0,2747,0,0,cellular,11,sep,1,80,1,failure,0,1.88333333333333
46,admin.,single,secondary,0,849,1,0,unknown,5,jun,2,-1,0,unknown,1,8.46666666666667
33,management,single,tertiary,1,-5,0,0,cellular,18,aug,4,-1,0,unknown,0,2.11666666666667
32,admin.,divorced,secondary,0,2017,0,1,cellular,17,jul,1,-1,0,unknown,0,11.4333333333333
37,admin.,single,secondary,0,0,0,0,cellular,23,oct,1,-1,0,unknown,0,1.55
33,technician,single,tertiary,0,594,1,1,unknown,23,may,1,-1,0,unknown,0,2.48333333333333
25,technician,single,secondary,0,1135,1,0,unknown,12,may,3,-1,0,unknown,0,6.6
34,blue-collar,single,secondary,0,550,1,0,cellular,20,apr,3,346,1,failure,0,1.5
32,management,married,tertiary,0,2465,1,1,cellular,7,may,1,-1,0,unknown,1,15.3833333333333
43,blue-collar,married,secondary,0,167,1,0,unknown,7,may,1,-1,0,unknown,0,4.05
31,services,single,secondary,0,605,1,0,unknown,28,may,1,-1,0,unknown,0,3.7
23,admin.,married,secondary,0,299,1,0,unknown,19,jun,1,-1,0,unknown,0,1.73333333333333
45,management,married,tertiary,0,242,0,0,cellular,30,apr,1,-1,0,unknown,1,9.78333333333333
51,housemaid,married,secondary,0,3984,0,0,unknown,20,jun,12,-1,0,unknown,0,0.116666666666667
37,blue-collar,single,secondary,0,243,0,0,cellular,27,aug,10,-1,0,unknown,0,2.78333333333333
34,admin.,single,secondary,0,892,1,0,cellular,21,nov,2,184,1,failure,0,2.95
37,self-employed,single,tertiary,0,556,0,0,unknown,17,jun,2,-1,0,unknown,0,3.33333333333333
52,technician,divorced,tertiary,0,0,0,0,cellular,19,aug,2,-1,0,unknown,0,1.98333333333333
38,technician,married,secondary,0,2767,1,0,cellular,21,nov,2,-1,0,unknown,0,11.85
51,admin.,married,secondary,0,531,1,0,unknown,5,may,2,-1,0,unknown,0,4.45
67,retired,married,secondary,0,203,0,0,cellular,11,oct,1,266,2,success,1,6.75
27,management,single,secondary,0,843,0,0,cellular,8,jan,1,-1,0,unknown,1,3.11666666666667
45,management,divorced,secondary,0,644,1,0,cellular,19,nov,1,168,1,success,1,6.96666666666667
38,blue-collar,single,secondary,0,1137,0,0,cellular,13,may,1,-1,0,unknown,0,5.26666666666667
28,admin.,single,secondary,0,189,1,0,cellular,31,jul,2,-1,0,unknown,0,1.13333333333333
26,technician,single,secondary,0,941,0,1,cellular,25,jul,1,-1,0,unknown,1,13.0666666666667
37,entrepreneur,divorced,tertiary,0,66,0,0,cellular,18,nov,2,-1,0,unknown,1,19.4
43,management,single,tertiary,0,-56,1,0,cellular,18,nov,2,151,14,failure,0,2.43333333333333
40,services,divorced,secondary,0,105,1,0,unknown,6,may,2,-1,0,unknown,0,3.15
40,services,married,tertiary,0,35,0,0,cellular,3,jul,4,317,3,failure,0,5.3
41,technician,married,secondary,0,352,1,0,cellular,18,nov,2,-1,0,unknown,0,2.15
35,self-employed,divorced,tertiary,0,1354,1,0,unknown,23,may,2,-1,0,unknown,1,12.2666666666667
29,blue-collar,single,secondary,0,734,1,1,cellular,30,apr,1,296,1,other,1,4.31666666666667
42,entrepreneur,married,tertiary,0,157,1,1,unknown,7,may,1,-1,0,unknown,0,10.8333333333333
57,self-employed,married,tertiary,0,894,1,0,cellular,18,nov,1,-1,0,unknown,0,1.31666666666667
22,services,single,primary,0,35,1,0,unknown,28,may,3,-1,0,unknown,0,1.76666666666667
28,admin.,married,secondary,0,242,1,0,unknown,17,sep,1,779,12,failure,0,0.783333333333333
59,retired,married,secondary,0,1341,0,0,cellular,27,aug,2,97,1,other,0,2.56666666666667
41,admin.,single,secondary,0,100,1,0,telephone,24,jul,2,-1,0,unknown,0,2.55
37,services,married,secondary,0,580,1,0,unknown,2,jun,2,-1,0,unknown,0,7.81666666666667
51,management,single,secondary,0,1610,1,0,unknown,16,jun,3,-1,0,unknown,1,20.8
25,management,single,tertiary,0,1098,1,1,cellular,8,jul,1,-1,0,unknown,0,7.08333333333333
46,blue-collar,married,secondary,0,640,1,0,cellular,6,may,1,55,5,success,1,4.1
34,management,single,tertiary,0,1612,0,0,cellular,27,aug,22,-1,0,unknown,0,1.8
61,management,married,tertiary,0,997,0,0,cellular,10,mar,1,-1,0,unknown,1,1.76666666666667
62,retired,married,secondary,0,816,0,0,cellular,1,sep,2,-1,0,unknown,0,0.466666666666667
38,admin.,single,secondary,0,439,0,0,unknown,16,jun,4,-1,0,unknown,0,5.98333333333333
34,management,divorced,tertiary,0,0,0,0,cellular,21,aug,2,-1,0,unknown,0,2.05
35,technician,married,secondary,0,1092,0,0,cellular,18,may,1,360,1,failure,0,2.2
26,unemployed,single,secondary,0,632,0,0,cellular,12,aug,3,181,1,success,1,5.2
52,blue-collar,single,primary,0,0,0,0,cellular,15,jul,2,-1,0,unknown,0,2.18333333333333
42,blue-collar,single,primary,0,22,1,0,cellular,14,may,4,365,1,failure,0,1.93333333333333
44,blue-collar,single,primary,0,38,1,0,cellular,5,may,4,-1,0,unknown,0,2.61666666666667
31,blue-collar,married,secondary,0,268,1,0,cellular,20,nov,2,-1,0,unknown,0,1.55
58,housemaid,married,primary,0,2348,0,0,unknown,9,jun,1,-1,0,unknown,0,3.76666666666667
34,management,married,secondary,1,879,1,0,cellular,17,apr,1,344,1,failure,1,11.8666666666667
36,blue-collar,divorced,primary,0,666,1,0,cellular,11,may,1,-1,0,unknown,0,4.75
31,blue-collar,married,primary,0,50,1,0,unknown,8,may,2,-1,0,unknown,0,5
37,management,single,tertiary,0,698,0,0,cellular,8,sep,2,-1,0,unknown,1,18.0166666666667
26,admin.,married,secondary,0,710,1,1,unknown,6,jun,2,-1,0,unknown,1,21.2666666666667
60,admin.,married,secondary,0,1880,1,0,unknown,15,may,4,-1,0,unknown,0,3.26666666666667
40,blue-collar,single,primary,0,0,1,1,cellular,11,may,2,-1,0,unknown,0,1.9
61,management,married,unknown,0,264,0,0,telephone,29,jul,1,178,1,success,1,4.5
38,management,married,tertiary,0,238,0,0,cellular,4,aug,1,92,3,failure,1,2.31666666666667
63,management,married,tertiary,0,0,0,0,cellular,12,oct,2,182,6,failure,0,2.16666666666667
53,management,married,tertiary,0,1786,1,0,unknown,8,may,2,-1,0,unknown,0,1.1
52,retired,married,secondary,0,1956,0,0,unknown,6,jun,2,-1,0,unknown,0,6.4
51,management,single,unknown,0,1277,0,0,cellular,22,feb,5,294,1,failure,0,2.38333333333333
35,blue-collar,single,secondary,0,398,1,0,cellular,20,apr,1,-1,0,unknown,0,3.3
32,management,single,tertiary,0,2069,0,0,cellular,22,apr,1,-1,0,unknown,1,9.08333333333333
41,admin.,single,secondary,0,621,1,0,telephone,19,nov,1,-1,0,unknown,0,1.85
41,admin.,married,secondary,0,120,0,1,cellular,8,jul,1,-1,0,unknown,0,8.15
29,admin.,married,secondary,0,19,0,0,cellular,28,jan,1,-1,0,unknown,0,1.33333333333333
48,blue-collar,married,secondary,0,705,0,0,unknown,13,may,2,-1,0,unknown,0,1.8
31,management,single,tertiary,0,924,0,0,cellular,5,jun,2,98,1,success,1,3.45
44,technician,married,secondary,0,-1317,1,0,cellular,2,feb,1,-1,0,unknown,0,6.18333333333333
58,retired,married,primary,0,193,1,1,unknown,13,may,3,-1,0,unknown,0,13.1333333333333
46,technician,married,secondary,0,-408,1,1,telephone,7,may,4,286,1,other,0,2.3
45,management,married,secondary,0,724,1,1,cellular,7,aug,1,-1,0,unknown,0,1.95
49,blue-collar,married,secondary,0,1568,0,0,unknown,21,may,6,-1,0,unknown,0,3.43333333333333
25,management,married,secondary,0,2228,1,0,cellular,23,jul,1,-1,0,unknown,1,12.5666666666667
45,blue-collar,married,secondary,0,154,1,0,unknown,7,may,1,-1,0,unknown,1,18.9666666666667
36,unemployed,married,secondary,0,1766,0,0,unknown,11,jun,2,-1,0,unknown,1,9.91666666666667
75,retired,married,secondary,0,1470,0,0,telephone,27,feb,1,-1,0,unknown,0,0.816666666666667
46,technician,married,secondary,0,0,0,0,cellular,30,apr,1,259,2,other,1,3.33333333333333
61,management,married,tertiary,0,997,0,0,cellular,22,jun,1,104,1,success,1,4.48333333333333
33,student,married,secondary,0,1536,0,0,cellular,6,aug,2,178,4,success,1,4.3
44,management,married,tertiary,0,7818,0,0,cellular,27,may,1,-1,0,unknown,1,6.86666666666667
58,retired,married,secondary,0,-324,1,0,cellular,7,may,2,-1,0,unknown,0,3.81666666666667
56,admin.,married,secondary,0,1671,0,0,cellular,28,may,2,-1,0,unknown,0,2.63333333333333
47,management,married,tertiary,0,288,0,0,cellular,1,oct,1,-1,0,unknown,1,1.68333333333333
31,management,single,tertiary,0,6248,1,0,unknown,9,may,2,-1,0,unknown,0,2.56666666666667
47,admin.,married,secondary,0,292,1,0,unknown,19,may,3,-1,0,unknown,0,1.36666666666667
33,management,single,tertiary,0,0,1,0,cellular,13,may,1,-1,0,unknown,1,9.75
30,blue-collar,single,primary,0,0,0,0,cellular,15,jul,3,-1,0,unknown,1,11.9333333333333
30,housemaid,single,tertiary,0,3185,1,0,cellular,30,dec,3,-1,0,unknown,0,2.63333333333333
20,student,single,secondary,0,215,0,0,cellular,24,feb,1,92,6,success,1,2.91666666666667
40,management,married,secondary,0,754,0,1,cellular,6,apr,1,-1,0,unknown,1,10.5833333333333
32,services,single,secondary,0,152,1,0,cellular,25,may,2,-1,0,unknown,1,2.63333333333333
26,services,single,tertiary,0,238,1,0,cellular,22,jul,3,-1,0,unknown,0,2.6
31,management,single,tertiary,0,98,0,0,cellular,11,aug,2,-1,0,unknown,0,1.15
35,blue-collar,divorced,secondary,0,0,1,0,unknown,20,may,1,-1,0,unknown,1,20.0833333333333
70,housemaid,divorced,primary,0,1311,0,0,cellular,11,aug,1,-1,0,unknown,1,10.85
60,retired,married,primary,0,6307,1,0,unknown,11,jun,1,-1,0,unknown,0,6.03333333333333
37,self-employed,divorced,secondary,0,3467,0,0,unknown,9,jun,2,-1,0,unknown,0,3.08333333333333
35,management,married,tertiary,0,1133,1,0,cellular,3,nov,1,-1,0,unknown,1,1.7
28,unemployed,married,primary,0,7459,1,0,cellular,2,feb,5,269,2,failure,1,16.35
18,student,single,primary,0,608,0,0,cellular,13,nov,1,93,1,success,1,3.5
32,technician,married,tertiary,0,168,0,0,unknown,27,may,1,-1,0,unknown,0,1.43333333333333
35,management,married,tertiary,0,925,0,0,cellular,8,jun,4,-1,0,unknown,1,3.33333333333333
30,technician,single,tertiary,0,0,1,0,cellular,5,jul,1,424,8,success,1,2.33333333333333
43,services,married,secondary,0,774,0,0,cellular,25,mar,1,421,1,success,1,1.68333333333333
45,management,married,tertiary,0,385,0,1,cellular,31,jul,16,-1,0,unknown,0,0.2
32,services,married,secondary,0,8043,1,0,cellular,21,nov,1,-1,0,unknown,0,3.36666666666667
39,management,single,tertiary,0,2454,1,0,cellular,4,may,3,263,2,failure,1,11.9333333333333
56,blue-collar,married,secondary,0,277,0,0,unknown,20,jun,13,-1,0,unknown,0,0.15
37,technician,single,tertiary,0,-1,1,0,cellular,2,feb,2,200,7,other,0,3.71666666666667
48,technician,married,secondary,1,295,0,1,cellular,17,nov,2,-1,0,unknown,0,3.16666666666667
31,admin.,married,secondary,0,307,1,0,unknown,9,may,1,-1,0,unknown,1,8.96666666666667
37,blue-collar,married,secondary,0,982,1,0,cellular,9,jul,2,-1,0,unknown,0,3.85
39,technician,divorced,secondary,0,807,1,1,cellular,26,aug,6,-1,0,unknown,0,3.48333333333333
30,blue-collar,married,secondary,0,913,1,1,cellular,19,nov,2,-1,0,unknown,0,7.21666666666667
38,services,divorced,unknown,0,6360,0,0,unknown,20,jun,2,-1,0,unknown,1,23.4833333333333
58,retired,married,secondary,0,2714,0,0,cellular,26,may,1,287,2,failure,1,2.75
25,self-employed,single,tertiary,0,42,1,0,cellular,3,mar,1,-1,0,unknown,1,5.33333333333333
26,student,single,tertiary,0,193,0,0,cellular,3,apr,2,-1,0,unknown,0,0.8
53,admin.,married,secondary,0,1661,1,1,cellular,17,nov,1,-1,0,unknown,0,1.41666666666667
22,blue-collar,single,secondary,0,-189,1,0,unknown,30,may,3,-1,0,unknown,0,0.983333333333333
31,entrepreneur,divorced,secondary,0,290,1,0,cellular,13,apr,1,-1,0,unknown,0,3.83333333333333
48,technician,single,secondary,0,-92,1,0,cellular,3,feb,1,-1,0,unknown,1,23.2166666666667
31,management,divorced,tertiary,0,254,0,0,cellular,18,aug,8,-1,0,unknown,1,26.2666666666667
37,services,single,primary,0,0,0,1,unknown,2,jul,1,-1,0,unknown,0,6.2
35,self-employed,married,tertiary,0,1250,1,0,cellular,2,apr,1,136,1,other,0,6.01666666666667
34,technician,divorced,tertiary,0,674,1,0,cellular,7,aug,2,-1,0,unknown,1,9.78333333333333
29,blue-collar,married,secondary,0,1074,0,0,cellular,2,feb,1,-1,0,unknown,0,2.55
53,management,married,tertiary,0,8627,0,0,cellular,10,feb,1,-1,0,unknown,0,1.1
52,self-employed,single,secondary,0,207,0,1,cellular,18,nov,1,-1,0,unknown,0,2.98333333333333
61,management,married,tertiary,0,6016,0,0,cellular,2,feb,3,-1,0,unknown,1,11.1666666666667
39,self-employed,married,tertiary,0,-3058,1,1,cellular,17,apr,3,-1,0,unknown,1,14.7
56,entrepreneur,married,tertiary,0,8741,1,0,unknown,20,may,3,-1,0,unknown,0,5.3
53,technician,married,secondary,0,6831,0,0,cellular,13,may,2,-1,0,unknown,1,18.8333333333333
75,retired,divorced,primary,0,3881,1,0,cellular,4,feb,3,-1,0,unknown,1,2.26666666666667
52,admin.,single,secondary,0,2398,1,0,cellular,3,nov,1,-1,0,unknown,1,6.86666666666667
29,management,single,tertiary,0,697,0,0,cellular,4,feb,1,-1,0,unknown,1,3.43333333333333
31,admin.,single,secondary,0,-1,1,0,cellular,15,may,1,352,1,failure,0,1.65
32,services,single,primary,0,-56,0,1,cellular,19,nov,1,-1,0,unknown,0,6.96666666666667
53,admin.,divorced,secondary,0,-163,1,0,cellular,17,apr,2,343,2,other,0,5.73333333333333
49,management,divorced,tertiary,0,651,0,1,cellular,6,aug,3,-1,0,unknown,0,1.31666666666667
47,blue-collar,married,primary,0,1112,1,0,cellular,13,may,1,-1,0,unknown,0,2.15
36,management,married,tertiary,0,699,0,0,cellular,23,jul,1,-1,0,unknown,0,2.08333333333333
58,unemployed,married,tertiary,0,1798,1,0,cellular,5,feb,8,-1,0,unknown,0,0.316666666666667
50,blue-collar,married,primary,0,106,0,0,cellular,12,aug,2,-1,0,unknown,0,7.66666666666667
32,management,divorced,tertiary,0,883,1,0,cellular,10,dec,1,185,5,other,1,13.3
27,admin.,married,tertiary,0,346,0,0,cellular,11,oct,1,-1,0,unknown,1,3.53333333333333
60,technician,divorced,secondary,0,367,0,0,cellular,16,aug,2,-1,0,unknown,1,5.3
46,technician,married,tertiary,0,841,1,0,unknown,6,may,1,-1,0,unknown,0,2.63333333333333
45,technician,married,tertiary,0,5110,0,0,cellular,22,apr,2,-1,0,unknown,1,5.68333333333333
42,technician,married,tertiary,0,-378,1,1,cellular,15,may,7,330,2,failure,0,0.183333333333333
35,entrepreneur,married,secondary,0,2971,0,0,cellular,4,may,4,164,2,failure,1,7.15
40,technician,married,secondary,0,694,1,0,cellular,4,feb,4,196,5,failure,0,1.61666666666667
36,management,divorced,tertiary,0,3611,1,0,unknown,4,jun,3,-1,0,unknown,0,5.78333333333333
19,student,single,unknown,0,1169,0,0,cellular,6,feb,18,-1,0,unknown,0,7.71666666666667
40,blue-collar,married,primary,0,46,1,0,unknown,6,may,1,-1,0,unknown,0,1.98333333333333
58,blue-collar,married,primary,0,6762,0,0,cellular,28,aug,25,-1,0,unknown,0,0.15
43,unknown,married,primary,0,2113,0,0,cellular,29,jul,2,-1,0,unknown,0,0.55
39,management,married,tertiary,0,20932,0,0,cellular,21,nov,2,-1,0,unknown,0,2.11666666666667
36,blue-collar,divorced,secondary,0,313,1,1,cellular,17,apr,2,-1,0,unknown,0,4.4
42,technician,married,unknown,0,1559,0,0,cellular,30,apr,1,-1,0,unknown,1,6.13333333333333
40,technician,married,tertiary,0,1554,0,0,cellular,30,jan,1,-1,0,unknown,0,1.65
29,services,single,secondary,0,2,0,0,unknown,8,may,1,-1,0,unknown,0,3.16666666666667
31,management,single,tertiary,0,37,0,0,cellular,8,aug,2,-1,0,unknown,1,11.15
44,technician,married,secondary,0,608,0,0,cellular,26,aug,2,-1,0,unknown,0,2.13333333333333
46,management,married,tertiary,0,964,1,0,cellular,8,apr,1,-1,0,unknown,0,2.9
70,retired,divorced,primary,0,275,0,0,cellular,15,apr,1,-1,0,unknown,1,1.36666666666667
27,admin.,single,secondary,0,1327,0,0,cellular,12,apr,1,241,9,other,0,5.65
32,management,single,tertiary,0,2059,0,0,cellular,4,feb,2,-1,0,unknown,0,14.7666666666667
43,management,married,tertiary,0,2383,0,0,cellular,13,aug,6,-1,0,unknown,1,6.31666666666667
56,unemployed,married,primary,0,3391,0,0,cellular,21,apr,1,-1,0,unknown,1,4.05
25,entrepreneur,single,tertiary,0,347,0,0,cellular,20,aug,1,-1,0,unknown,1,4.45
43,management,married,tertiary,0,445,0,1,unknown,20,jun,4,-1,0,unknown,0,3.26666666666667
38,services,married,secondary,0,2678,0,0,cellular,28,sep,2,187,1,success,1,4.7
33,technician,married,secondary,0,557,0,0,cellular,4,may,1,-1,0,unknown,1,6.11666666666667
33,management,single,tertiary,0,7084,0,0,cellular,27,aug,8,-1,0,unknown,1,8.53333333333333
54,self-employed,divorced,tertiary,0,0,1,1,cellular,29,jan,3,-1,0,unknown,0,5.15
62,self-employed,divorced,tertiary,0,6,1,0,cellular,13,apr,1,182,3,success,1,1.71666666666667
